"Simulation 1 x [R = 100, d = 45, Regolith = 2]","Simulation 1 gcorr [R = 100, d = 45, Regolith = 2]","Simulation 1 noise [R = 100, d = 45, Regolith = 2]","Simulation 2 x [R = 200, d = 45, Regolith = 2]","Simulation 2 gcorr [R = 200, d = 45, Regolith = 2]","Simulation 2 noise [R = 200, d = 45, Regolith = 2]","Simulation 3 x [R = 300, d = 45, Regolith = 2]","Simulation 3 gcorr [R = 300, d = 45, Regolith = 2]","Simulation 3 noise [R = 300, d = 45, Regolith = 2]"
-1168.75,31.958721959279263,-0.08629204130391106,-1168.75,31.88300076541021,0.06317760258076335,-1168.75,31.805809236532035,0.056349887959679074
-1163.75,31.942844506090307,0.07171462183722183,-1163.75,31.867145063897187,0.008878346781628394,-1163.75,31.789962473780488,0.00827524744368367
-1158.75,31.926483257497743,0.008688036339216568,-1158.75,31.85080450466217,0.0004130888114021193,-1158.75,31.773629561760522,0.03039458147914291
-1153.75,31.909668426030212,0.08476840813296223,-1153.75,31.834009302322563,0.066542523967116,-1153.75,31.75684071185798,0.022497299447060384
-1148.75,31.89242882052833,-0.07383818999726897,-1148.75,31.8167882667509,0.027723028256407534,-1148.75,31.739624729484863,0.020334677792864218
-1143.75,31.87479190870156,0.07756172331506453,-1143.75,31.79916886569395,-0.11467822068592047,-1143.75,31.722009076755782,-0.005146775181133939
-1138.75,31.85678387707872,-0.02471901019057271,-1138.75,31.781177284779265,0.056756391538149015,-1138.75,31.70401993254567,0.06610853177688202
-1133.75,31.83842968844194,-0.029445904781932493,-1133.75,31.76283848499989,-0.07278060453315831,-1133.75,31.68568225002048,-0.05091356220532305
-1128.75,31.819753136831938,0.042913749752243935,-1128.75,31.74417625776564,-0.05380716410418717,-1128.75,31.66701981172852,0.09840351655844227
-1123.75,31.80077690021123,-0.10869189302384091,-1123.75,31.725213277607526,0.10990869932829819,-1123.75,31.64805528234035,-0.02035331161973984
-1118.75,31.781522590869763,-0.054763526496878545,-1118.75,31.705971152620556,-0.01216105515863154,-1118.75,31.628810259122723,-0.04121608776548674
-1113.75,31.762010803657407,-0.0033422542562680556,-1113.75,31.686470472729297,0.05115844473561623,-1113.75,31.609305320230426,0.013659421077007017
-1108.75,31.742261162122844,-0.004196769936469505,-1108.75,31.66673085585638,-0.04206817323530973,-1108.75,31.58956007089747,0.07412232223361798
-1103.75,31.722292362640406,-0.00843738656859183,-1103.75,31.646770992075346,-0.05986076716159834,-1103.75,31.56959318760888,-0.10650002990436075
-1098.75,31.702122216601204,0.00911791775450819,-1098.75,31.62660868582487,0.04564485229612767,-1098.75,31.549422460330206,0.022189548900501954
-1093.75,31.681767690744937,-0.055303257798782236,-1093.75,31.606260896260554,0.08757568610280368,-1093.75,31.529064832871207,0.049517075905998624
-1088.75,31.6612449457055,-0.007333451032451849,-1088.75,31.58574377581804,-0.016202246860173415,-1088.75,31.508536441457853,-0.03251846251267135
-1083.75,31.640569372843405,0.000609198861246155,-1083.75,31.56507270706007,0.07491571595812825,-1083.75,31.487852651585367,-0.10666960174028953
-1078.75,31.619755629432944,0.05096567585279493,-1078.75,31.544262337876116,0.03586884610981466,-1078.75,31.4670280932208,-0.04395187299184744
-1073.75,31.598817672272638,0.02401729998488996,-1073.75,31.5233266151032,-0.055259251338073245,-1073.75,31.4460766944243,-0.012098089873574153
-1068.75,31.577768789784848,0.10090703539743706,-1068.75,31.502278816633368,-0.039109483650439036,-1068.75,31.42501171345429,-0.023044127895324437
-1063.75,31.55662163266664,-0.022254253872430036,-1063.75,31.481131582070812,-0.12158258267772007,-1063.75,31.403845769420087,0.01609747439288158
-1058.75,31.535388243154344,0.01722761146511872,-1058.75,31.45989694200078,0.0033395766450303337,-1058.75,31.382590871543552,-0.05964106742031919
-1053.75,31.514080082960056,-0.004405626125768497,-1053.75,31.438586345928496,0.004764178367399421,-1053.75,31.36125844708883,-0.07274765560174949
-1048.75,31.492708059938334,-0.034926573447155246,-1048.75,31.417210688946806,0.004003255523322508,-1048.75,31.339859368018335,0.06033583535291597
-1043.75,31.471282553536685,0.0002163866759620093,-1043.75,31.395780337185943,0.050920782831711565,-1043.75,31.31840397642863,-0.06193869377793726
-1038.75,31.44981343908413,-0.048729622514665234,-1038.75,31.374305152099822,0.006823725443558151,-1038.75,31.296902108821016,-0.031063695891238797
-1033.75,31.428310110968503,-0.024099456772556038,-1033.75,31.352794513639708,0.05948629600124592,-1033.75,31.27536311925706,-0.023665271779465306
-1028.75,31.406781504751297,-0.02051265493193824,-1028.75,31.33125734236398,-0.09767005385902243,-1028.75,31.253795901448193,-0.12056030774796678
-1023.75,31.385236118267574,0.03625199257209385,-1023.75,31.30970212053169,-0.016842019386763475,-1023.75,31.23220890982712,0.023738009196936985
-1018.75,31.36368203175665,-0.018633509949769377,-1018.75,31.288136912225394,-0.0038954218337172103,-1018.75,31.2106101796465,-0.012823356076376075
-1013.75,31.342126927066005,-0.049644159858672016,-1013.75,31.26656938254632,0.04999804381568848,-1013.75,31.1890073461476,0.038410947135852906
-1008.75,31.320578105971403,0.03611098786774777,-1008.75,31.245006815923972,-0.054653053937409726,-1008.75,31.167407662841658,-0.01796869649558215
-1003.75,31.29904250765269,-0.018414169293306613,-1003.75,31.22345613358085,0.07872311757681688,-1003.75,31.145818018943984,0.02932382658639304
-998.75,31.277526725363185,-0.010516403479573487,-998.75,31.20192391018896,0.12212900761585062,-998.75,31.124244955997856,0.020997315166207037
-993.75,31.256037022330943,0.027403102362136746,-993.75,31.180416389757333,0.0818131659644812,-993.75,31.10269468372715,0.0387557010673196
-988.75,31.23457934692487,0.05967235636781407,-988.75,31.158939500783255,0.09124057668932326,-988.75,31.081173095150625,-0.012516414811907267
-983.75,31.213159347121486,-0.06968046022287115,-983.75,31.13749887070274,0.05723643104156578,-983.75,31.05968578099298,0.010579264063786724
-978.75,31.19178238430315,-0.010619875535121488,-978.75,31.116099839671538,-0.025209519961603494,-978.75,31.03823804342423,0.010050354656611462
-973.75,31.170453546419385,0.00724875799148378,-973.75,31.09474747370795,0.06859307649655669,-973.75,31.016834909158355,0.005922371557691687
-968.75,31.149177660539973,-0.032400436182917915,-968.75,31.07344657722616,0.09484674512420181,-968.75,30.99548114194021,-0.10128361929879166
-963.75,31.12795930482892,0.10296035926448266,-963.75,31.052201704989226,0.030043402420533872,-963.75,30.97418125444927,0.14898367493550227
-958.75,31.10680281996512,0.04838638753817544,-958.75,31.0310171735079,0.027786507529408668,-958.75,30.952939519646574,0.009752370619856107
-953.75,31.085712320036404,0.009820132747707648,-953.75,31.00989707191087,-0.018936496888709294,-953.75,30.931759981590396,-0.02866839999618432
-948.75,31.06469170293055,-0.013035309605989124,-948.75,30.988845272311416,-0.041074133050298486,-948.75,30.91064646574538,-0.02374183607667503
-943.75,31.04374466024723,0.022062710850289144,-943.75,30.96786543969331,0.03418835221650838,-943.75,30.889602588807765,0.02758141514683481
-938.75,31.02287468675327,0.02176972225907703,-938.75,30.94696104133869,-0.10486025056926847,-938.75,30.86863176806963,0.048266500842663644
-933.75,31.002085089401916,-0.004821359191369569,-933.75,30.926135355818545,0.048340880832026506,-933.75,30.847737230342275,0.09498246671883769
-928.75,30.981378995937142,-0.09594375517426786,-928.75,30.905391481567086,0.046685285514975985,-928.75,30.82692202045993,-0.04537648011707941
-923.75,30.960759363102,0.0016060241837754646,-923.75,30.884732345058122,0.025327386989105166,-923.75,30.806189009382063,0.07130843482995956
-918.75,30.940228984469172,-0.01962378760852629,-918.75,30.864160708602743,0.05221534008707506,-918.75,30.785540901912835,0.008285166666740307
-913.75,30.919790497912125,0.04096893751836199,-913.75,30.843679177785503,-0.030314077039829135,-913.75,30.76498024405521,0.08552316560924544
-908.75,30.89944639273277,0.07120596783844726,-908.75,30.823290208555704,-0.07610996460636281,-908.75,30.744509430015924,-0.03587587501562407
-903.75,30.8791990164626,0.026867427423912765,-903.75,30.8029961139902,-0.05067733737744928,-903.75,30.72413070887723,-0.021347692912612123
-898.75,30.85905058135146,0.027107510133800874,-898.75,30.782799070742403,0.047121983954148045,-898.75,30.703846190950348,0.04280689321472968
-893.75,30.839003170559312,0.03233761276678035,-893.75,30.762701125191942,-0.011023046451956824,-893.75,30.68365785382442,0.0006682671664608431
-888.75,30.819058744064574,-0.026415552019853034,-888.75,30.742704199309124,0.02250150891400569,-888.75,30.663567548125034,0.03959940862913289
-883.75,30.799219144301844,-0.026686528858372402,-883.75,30.722810096246974,0.10887755903738366,-883.75,30.643577002994558,-0.03676757675810658
-878.75,30.77948610154262,0.0551428164336262,-878.75,30.70302050567353,-0.06169188736817467,-878.75,30.623687831307056,0.025011002720814902
-873.75,30.759861239029373,0.014556594238775306,-873.75,30.68333700885567,0.004164788626482694,-873.75,30.603901534628154,0.011505186878596559
-868.75,30.740346077875977,-0.08879121596603999,-868.75,30.66376108350682,-0.09219014539591351,-868.75,30.584219507932293,0.013434033425022513
-863.75,30.720942041744635,0.043813240690003454,-863.75,30.644294108408555,-0.04693527383608616,-863.75,30.564643044086736,0.0009820922805043014
-858.75,30.701650461308923,-0.0018411667320636657,-858.75,30.624937367815548,-0.025034139839969546,-858.75,30.54517333811152,0.034149415527153164
-853.75,30.682472578514577,-0.05006833757560423,-853.75,30.60569205565601,-0.05867129098156412,-853.75,30.52581149122666,-0.073937681108529
-848.75,30.663409550645607,-0.009967809946625687,-848.75,30.58655927953387,0.021201870408512007,-848.75,30.506558514692944,-0.03415376992329033
-843.75,30.64446245420574,-0.0369372344123609,-843.75,30.56754006454372,-0.05125216243273431,-843.75,30.48741533345615,0.03369677075306054
-838.75,30.625632288623233,0.0004976672229268504,-838.75,30.54863535690572,0.04182024419994142,-838.75,30.46838278960189,0.05081357086217758
-833.75,30.606919979787534,0.0036110696356425054,-833.75,30.5298460274287,0.006140187043018706,-833.75,30.449461645628407,-0.0436630785920682
-828.75,30.588326383425148,0.059400288409804186,-828.75,30.511172874809247,-0.09900859638905342,-828.75,30.43065258754427,-0.08046869294713484
-823.75,30.569852288321968,0.005210731396246577,-823.75,30.49261662877342,-0.06144936234085753,-823.75,30.411956227797276,0.03101103361898981
-818.75,30.55149841939979,0.020910510060317064,-818.75,30.474177953068164,0.06288163568247615,-818.75,30.39337310804078,-0.08733946233582923
-813.75,30.533265440652812,-0.03687375033736346,-813.75,30.45585744830898,0.01955585037791351,-813.75,30.374903701742824,-0.011649991167733121
-808.75,30.515153957950872,0.0633782258104745,-808.75,30.43765565468972,-0.034352079899628386,-808.75,30.35654841664345,-0.1404946230938155
-803.75,30.497164521715447,-0.0381702423732502,-803.75,30.419573054560175,-0.066083611147071,-803.75,30.33830759706484,0.06254373675099717
-798.75,30.479297629474335,0.12510345649868623,-798.75,30.401610074877535,-0.015022226354380247,-798.75,30.320181526079047,0.00179176118628223
-793.75,30.461553728300053,-0.06697837414086981,-793.75,30.383767089536246,-0.03316264183775884,-793.75,30.302170427537078,-0.019375266230477278
-788.75,30.443933217137587,0.028565291932919325,-788.75,30.36604442158137,0.00910787451356247,-788.75,30.284274467962963,-0.062135066685878426
-783.75,30.42643644902646,0.033577145159721565,-783.75,30.34844234531055,-0.011403788180508228,-783.75,30.266493758316635,0.02993025526086617
-778.75,30.40906373322135,-0.042836234168624934,-778.75,30.33096108826803,0.013257787362791894,-778.75,30.248828355628,-0.04309556748701864
-773.75,30.39181533721662,-0.05318275598985333,-773.75,30.313600833135926,0.03230150093032389,-773.75,30.231278264505164,-0.06214952921496188
-768.75,30.37469148867856,-0.027770218609728406,-768.75,30.296361719525915,0.001712486742831914,-768.75,30.213843438519188,0.025847816518454737
-763.75,30.35769237728868,0.053328714158573265,-763.75,30.279243845674756,0.03907875557150529,-763.75,30.196523781466198,0.010681998631711338
-758.75,30.340818156504433,-0.01734461626550818,-758.75,30.262247270048782,-0.005597713819685383,-758.75,30.17931914851052,0.009250391795009886
-753.75,30.324068945237816,0.030853274036049285,-753.75,30.245372012857974,0.05007332660113774,-753.75,30.162229347207408,0.04190343562933015
-748.75,30.307444829458078,-0.040295559872487015,-748.75,30.228618057484876,0.04568431452877159,-748.75,30.145254138407708,0.028615627965234283
-743.75,30.290945863720157,0.07739381537406648,-743.75,30.211985351829853,-0.027273803741135083,-743.75,30.1283932370443,-0.014087794915958005
-738.75,30.274572072623933,-0.06243698395808102,-738.75,30.19547380957629,-0.017963297735730854,-738.75,30.111646312800612,0.04403338697616366
-733.75,30.258323452205264,0.04538901364211302,-733.75,30.1790833113771,0.054217200784296454,-733.75,30.09501299065984,0.04144672082989671
-728.75,30.24219997126321,-0.03776370214103727,-728.75,30.16281370596578,0.017951624970829052,-728.75,30.078492851334772,-0.03344839859080672
-723.75,30.226201572626092,-0.034237397240835896,-723.75,30.146664811193013,-0.022926924701927302,-723.75,30.062085431576115,-0.040814720631476176
-718.75,30.210328174358644,0.0353426546599047,-718.75,30.13063641499216,-0.01311088496884093,-718.75,30.045790224358036,-0.03199761397396852
-713.75,30.194579670912955,-0.04402841178992665,-713.75,30.114728276273375,-0.014426834531792757,-713.75,30.02960667893769,-0.04891708900696268
-708.75,30.178955934226536,-0.054116620356320914,-708.75,30.09894012575033,-0.0020411897970244175,-708.75,30.01353420078643,-0.011512986530946512
-703.75,30.16345681476818,-0.012785617591003318,-703.75,30.08327166669789,0.0022169339566029613,-703.75,29.99757215138822,-0.01603072885086781
-698.75,30.14808214253604,0.03837965206013469,-698.75,30.067722575645274,0.009004734042040347,-698.75,29.98171984790213,-0.017591932249847467
-693.75,30.132831728008085,-0.05788384040811872,-693.75,30.05229250300242,0.017961363557032324,-693.75,29.965976562682364,0.0002841195267588068
-688.75,30.117705363048678,-0.048837519526869905,-688.75,30.036981073623085,0.004099094570775201,-688.75,29.950341522651442,0.025260436929529215
-683.75,30.102702821772507,-0.03409257869530556,-683.75,30.021787887303553,0.0507226947629733,-683.75,29.934813908519533,-0.00657175808015716
-678.75,30.087823861368108,0.015022781304277456,-678.75,30.006712519218453,0.03803434845379482,-678.75,29.919392853841835,0.015942182694681777
-673.75,30.07306822288266,-0.002573038464425069,-673.75,29.99175452029309,-0.020259100546394574,-673.75,29.904077443906413,0.0803102237623815
-668.75,30.05843563197075,-0.00597976525719893,-668.75,29.976913417513558,0.037865898768973796,-668.75,29.88886671444268,-0.03729899718641864
-663.75,30.04392579960783,-0.0032824385946578316,-663.75,29.9621887141733,0.02195266640517384,-663.75,29.87375965013954,0.053959884036465004
-658.75,30.02953842277139,0.011349624321309504,-658.75,29.947579890056957,0.008677457059208837,-658.75,29.85875518296148,0.027548525101463456
-653.75,30.015273185091026,-0.04745260880389526,-653.75,29.933086401560395,-0.0055419545702807375,-653.75,29.843852190249358,-0.015194256998589615
-648.75,30.001129757468767,0.00033325122168694014,-648.75,29.91870768174607,0.07308875152158299,-648.75,29.829049492589974,-0.009629570752998891
-643.75,29.987107798673264,0.06161702375122226,-643.75,29.90444314033417,-0.08578216899540132,-643.75,29.81434585143927,0.05499260219707617
-638.75,29.973206955907298,-0.03409871488637655,-638.75,29.890292163626402,-0.02936499929979455,-638.75,29.799739966478448,-0.02136510540017404
-633.75,29.959426865352675,0.018647705583137626,-633.75,29.87625411436296,0.0070091105590258385,-633.75,29.785230472683622,0.01860228805950979
-628.75,29.945767152693254,0.0356873174036339,-628.75,29.862328331510515,-0.0572307485862431,-628.75,29.770815937085217,-0.020984438618061464
-623.75,29.932227433618184,0.05498149830583519,-623.75,29.848514129978646,-0.058412218917630244,-623.75,29.756494855190418,0.0679016470837126
-618.75,29.91880731430831,-0.058244148252868444,-618.75,29.834810800264215,-0.05309797784494974,-618.75,29.74226564704063,-0.056287173859609664
-613.75,29.905506391906982,0.015774926232793855,-613.75,29.82121760802021,0.02031912295677356,-613.75,29.728126652870678,0.06171911019567142
-608.75,29.892324254978462,-0.06216592397826112,-608.75,29.807733793546753,0.04182609606344733,-608.75,29.71407612833341,-0.02234690670837619
-603.75,29.879260483955687,0.01060501676484681,-603.75,29.794358571201784,0.034281413636433354,-603.75,29.700112239249155,0.020946970682947878
-598.75,29.866314651581447,-0.050361302140740465,-598.75,29.781091128727986,0.001251228323708409,-598.75,29.686233055834904,-0.059733070276218075
-593.75,29.85348632334425,0.024366789284033446,-593.75,29.767930626492106,0.015091302610684322,-593.75,29.67243654636052,0.03307403401421857
-588.75,29.840775057914435,-0.0062648060238478095,-588.75,29.75487619663393,-0.02879829490306279,-588.75,29.658720570176975,0.0843277818661147
-583.75,29.828180407581634,0.040581193714750316,-583.75,29.741926942119143,0.04646475659563298,-583.75,29.64508287004916,0.0053764058401641135
-578.75,29.815701918700295,0.07585786823469522,-578.75,29.729081935693312,-0.03020373399455399,-578.75,29.631521063723458,-0.0041794840351910756
-573.75,29.80333913214605,-0.0004993347510087378,-573.75,29.716340218730718,-0.02331708585976889,-573.75,29.618032634646227,0.029917556901410677
-568.75,29.791091583789036,0.045784289975795416,-568.75,29.703700799973284,-0.05752801237354378,-568.75,29.604614921741472,-0.01502807205376672
-563.75,29.778958804989653,-0.019068272564125858,-563.75,29.69116265415403,0.07859395071035677,-563.75,29.591265108143556,0.013771197684422715
-558.75,29.766940323123755,0.1335280721479689,-558.75,29.67872472049887,0.02733013252821355,-558.75,29.577980208766196,0.06605566184191598
-553.75,29.75503566214483,-0.09021700381304154,-553.75,29.666385901099844,-0.03417221634807124,-553.75,29.56475705657374,0.01377039438036782
-548.75,29.743244343191837,-0.06459845004840047,-548.75,29.654145059153663,-0.055503487133741314,-548.75,29.55159228740259,-0.0343622295457963
-543.75,29.731565885252504,0.07501514805186436,-543.75,29.642001017057467,0.018435138052318983,-543.75,29.538482323158917,-0.04490755120321438
-538.75,29.7199998058947,0.02973856978856217,-538.75,29.629952554354794,0.050655046390822606,-538.75,29.52542335319571,0.04577625552857386
-533.75,29.708545622077487,0.07380900178904282,-533.75,29.617998405523327,-0.013935744428192447,-533.75,29.512411313641877,-0.06582091281115938
-528.75,29.69720285105961,0.03570219480937014,-528.75,29.606137257596515,0.01492068235560868,-528.75,29.499441864426835,0.06680958225305832
-523.75,29.685971011421284,-0.0028717333799765732,-523.75,29.594367747610416,-0.015553812595650182,-523.75,29.48651036370197,-0.04892854165168915
-518.75,29.67484962422152,-0.009773343129743615,-518.75,29.58268845986713,-0.04001534525148945,-518.75,29.473611839319396,-0.004026949248084028
-513.75,29.663838214315756,0.07396941728137957,-513.75,29.571097923007095,-0.030652629880589,-513.75,29.460740956975368,-0.07592734479365659
-508.75,29.652936311861303,-0.03942873301547978,-508.75,29.559594606881387,0.009576607940142522,-508.75,29.44789198456475,0.028234858809398584
-503.75,29.64214345404517,0.05438063332705874,-503.75,29.54817691921685,0.05767623545828837,-503.75,29.43505875222236,0.08393713652684548
-498.75,29.631459187074114,0.01563895687835866,-498.75,29.536843202067942,0.0009548509159717001,-498.75,29.422234607444096,-0.05913040640745169
-493.75,29.620883068472747,0.041965143320499367,-493.75,29.525591728049438,0.0160325391836741,-493.75,29.409412364580593,0.03734516894923603
-488.75,29.61041466974569,0.010982396929129926,-488.75,29.514420696348093,-0.009503518261333561,-488.75,29.396584247881574,-0.022923800109329054
-483.75,29.600053579469463,0.022799989918903876,-483.75,29.50332822851264,-0.02054396662241259,-483.75,29.383741827129864,-0.020690254742184055
-478.75,29.58979940689103,-0.016693489470931366,-478.75,29.492312364026255,0.02366564520391176,-478.75,29.37087594474114,-0.10043664059088636
-473.75,29.579651786127336,-0.04361895923819789,-473.75,29.481371055671627,-0.04796107155153746,-473.75,29.35797663301118,-0.028173746218918938
-468.75,29.56961038107564,-0.002124290430680416,-468.75,29.470502164705486,0.00228521004627213,-468.75,29.345033019960226,-0.06468039101096597
-463.75,29.55967489116887,0.1036483696473036,-463.75,29.459703455868784,0.10346561811388161,-463.75,29.332033221948016,-0.049389936976751835
-458.75,29.54984505813545,-0.09608139557089843,-458.75,29.448972592272426,-0.01626913572474157,-458.75,29.318964220901474,-0.02886907537985597
-453.75,29.540120673958835,-0.039272451941865585,-453.75,29.438307130215627,0.008515879267167575,-453.75,29.305811723603558,0.0056043764538528384
-448.75,29.530501590269044,0.010147986295295664,-448.75,29.42770451401441,0.054700447593394264,-448.75,29.29256000001433,0.09131223443993737
-443.75,29.520987729453644,-0.07371203843357892,-443.75,29.41716207094816,0.002247713792730068,-443.75,29.279191697029265,-0.0260487031827799
-438.75,29.511579097835874,-0.08856747152921518,-438.75,29.40667700647095,0.08112574776755313,-438.75,29.26568762339888,-0.07916137837066668
-433.75,29.502275801346226,-0.07847042171009419,-433.75,29.3962463998809,0.002732320660063132,-433.75,29.252026500715,0.009575047265661956
-428.75,29.493078064215155,0.06558018786500446,-428.75,29.385867200710933,0.01287713015183434,-428.75,29.238184674401005,-0.010078905788509573
-423.75,29.48398625133523,-0.07394113088172023,-423.75,29.375536226184995,-0.026447273689841018,-423.75,29.224135777479585,-0.010628021498294823
-418.75,29.475000895103374,0.012623745309882068,-418.75,29.365250160201178,0.06282403148638306,-418.75,29.209850338530032,0.03544570331205003
-413.75,29.466122727752083,-0.029533930983577147,-413.75,29.35500555445012,0.057118574155830784,-413.75,29.19529532364643,-0.02668945421722181
-408.75,29.45735272043775,0.06853948992581833,-408.75,29.344798832475025,-0.05608609335063585,-408.75,29.1804336003704,0.030387918089552563
-403.75,29.44790863234882,-0.0893546452922008,-403.75,29.33384569120498,0.024944438723599343,-403.75,29.16444853858311,0.03755621038358757
-398.75,29.437789992811386,0.05871651775020209,-398.75,29.322140710126906,0.047685258393003055,-398.75,29.14729219899863,0.0045740319086083735
-393.75,29.427781557870716,-0.01838183215341246,-393.75,29.3104600373692,-0.0022881704428851036,-393.75,29.129685555273213,0.09000271910444163
-388.75,29.417885747730434,0.040978616441139704,-388.75,29.29879967918525,0.048590981639642414,-388.75,29.11156767619482,-0.0151274558511761
-383.75,29.40810557025764,-0.02837455690964862,-383.75,29.287155612710816,-0.03854490451396467,-383.75,29.092869090689625,-0.0943457870434076
-378.75,29.398444751033193,-0.01421010878078685,-378.75,29.27552384401782,-0.020765863642009223,-378.75,29.073510407677254,0.07943606400468395
-373.75,29.38890789632304,-0.05318053284873378,-373.75,29.263900489349826,-0.02992454567272288,-373.75,29.053400726020755,-0.002903766419455268
-368.75,29.37950069868535,0.029830366445662337,-368.75,29.25228188780164,-0.009255687977003995,-368.75,29.032435828181104,0.0031781794091780857
