"Simulation 1 x [R = 75m, d = 25m, Regolith = 2m, H = 10m]","Simulation 1 gcorr [R = 75m, d = 25m, Regolith = 2m, H = 10m]","Simulation 1 noise [R = 75m, d = 25m, Regolith = 2m, H = 10m]","Simulation 2 x [R = 75m, d = 30m, Regolith = 2m, H = 20m]","Simulation 2 gcorr [R = 75m, d = 30m, Regolith = 2m, H = 20m]","Simulation 2 noise [R = 75m, d = 30m, Regolith = 2m, H = 20m]","Simulation 3 x [R = 75m, d = 35m, Regolith = 2m, H = 30m]","Simulation 3 gcorr [R = 75m, d = 35m, Regolith = 2m, H = 30m]","Simulation 3 noise [R = 75m, d = 35m, Regolith = 2m, H = 30m]","Simulation 4 x [R = 75m, d = 40m, Regolith = 2m, H = 40m]","Simulation 4 gcorr [R = 75m, d = 40m, Regolith = 2m, H = 40m]","Simulation 4 noise [R = 75m, d = 40m, Regolith = 2m, H = 40m]","Simulation 5 x [R = 75m, d = 45m, Regolith = 2m, H = 50m]","Simulation 5 gcorr [R = 75m, d = 45m, Regolith = 2m, H = 50m]","Simulation 5 noise [R = 75m, d = 45m, Regolith = 2m, H = 50m]"
-1288.75,32.15401034404535,-0.03621854611665377,-1288.75,32.134972499882075,0.019554851902979908,-1288.75,32.1159506885788,0.03903115499053183,-1288.75,32.09694537768659,0.053781047148907926,-1288.75,32.07795703335649,-0.007846313885924916
-1283.75,32.16379861061064,0.014890492860996918,-1283.75,32.14477429341524,-0.05860932498171572,-1283.75,32.125766233846875,-0.16921665915945364,-1283.75,32.10677490329432,0.021324239962031172,-1283.75,32.08780077171521,-0.030730786659529552
-1278.75,32.17174019868559,0.019863101040066944,-1278.75,32.152728977615226,0.01603541515858559,-1278.75,32.13373424171471,-0.021602156277684494,-1278.75,32.11475646626993,0.01757822903117081,-1278.75,32.09579612510375,-0.01153046080569785
-1273.75,32.177926293441786,-0.03332320687196023,-1273.75,32.1589277562933,0.0526098299165321,-1273.75,32.139945934687006,-0.007439089699927969,-1273.75,32.12098130786589,-0.0033189632658353406,-1273.75,32.10203435357748,0.027913910012043186
-1268.75,32.18244411191536,-0.05195712941548256,-1268.75,32.16345786351255,0.020638383843208777,-1268.75,32.144488563906506,-0.007073018468329341,-1268.75,32.12553669635825,0.05687891952990575,-1268.75,32.10660274259998,0.05280137180241824
-1263.75,32.185377066119756,0.12568656143230497,-1263.75,32.16640272683028,-0.02375322163179003,-1263.75,32.14744557252673,-0.050739994424270934,-1263.75,32.12850609054963,-0.12104217234160611,-1263.75,32.1095847666767,-0.015670070949202572
-1258.75,32.186804919050594,0.01957192146058584,-1258.75,32.16784212342202,0.01933957042991483,-1258.75,32.14889675195478,0.018695430835495942,-1258.75,32.12996929613126,-0.07041055892050972,-1258.75,32.11106024583633,-0.06315407544169487
-1253.75,32.18680393414778,-0.012699773304455637,-1253.75,32.167852329652334,0.06668164722262053,-1253.75,32.148918391531254,0.0485928647527342,-1253.75,32.13000261547204,-0.041193899202320326,-1253.75,32.11110549552902,0.0018972998915775616
-1248.75,32.185447018688066,0.02199350210162741,-1248.75,32.166506264567126,-0.03452250345250942,-1248.75,32.14758342212244,0.04637929483070574,-1248.75,32.128678991310714,-0.018173181988189662,-1248.75,32.10979347041912,0.0027421326053067383
-1243.75,32.18280386150573,0.004246261394925021,-1243.75,32.16387362770571,0.014465346321316366,-1243.75,32.14496155402387,-0.08365911462124392,-1243.75,32.12606814475118,-0.026126851263960235,-1243.75,32.10719390247179,0.06400346950799152
-1238.75,32.17894106537562,-0.0287949531151192,-1238.75,32.1600210315676,-0.025478584569543508,-1238.75,32.141119409510985,0.008857807954042271,-1238.75,32.122236707897045,-0.002693471294467258,-1238.75,32.10337343367206,-0.0703556590226262
-1233.75,32.1739222743462,-0.10174456993020849,-1233.75,32.15501212902242,0.027372616964255317,-1233.75,32.136120650326056,-0.047779859243516784,-1233.75,32.117248351415704,-0.01630622610302809,-1233.75,32.09839574366592,0.04350996700485921
-1228.75,32.167808296266955,0.058021423805318044,-1228.75,32.14890773590776,-0.026214007868213304,-1228.75,32.13002610034659,-0.027001825657803444,-1228.75,32.11116390727738,-0.09877695891861654,-1228.75,32.09232167257018,0.00019923219414339071
-1223.75,32.16065722072531,0.12908083797190315,-1223.75,32.141765949030685,-0.010705824455870774,-1223.75,32.12289386365147,0.09009391071825773,-1223.75,32.104041486886146,0.058806811824205066,-1223.75,32.08520933916854,0.053587733581919816
-1218.75,32.15252453257923,0.013683713320575167,-1218.75,32.133642259759675,-0.004467590838842958,-1218.75,32.11477943817243,0.0608094249769317,-1218.75,32.09593659479086,-0.0383584961586354,-1218.75,32.077114254681824,0.001895678990001214
-1213.75,32.143463221254265,0.04428874718633426,-1213.75,32.12458966337604,0.05901020718653528,-1213.75,32.10573582509984,0.00859508400449299,-1213.75,32.086902238145406,0.006198534418846133,-1213.75,32.0680894322832,0.025997342122675543
-1208.75,32.13352388595533,0.07096328764279462,-1208.75,32.11465876433556,-0.042353916200425376,-1208.75,32.09581363419437,-0.022180247805566298,-1208.75,32.07698903207063,-0.04169161555795454,-1208.75,32.05818549251011,-0.045372707360132936
-1203.75,32.12275483693194,-0.023395371655951656,-1203.75,32.10389787757949,0.035447522592849647,-1203.75,32.085061185143815,-0.0033110899235415502,-1203.75,32.066245301056874,0.035339882366195806,-1203.75,32.047450764712714,-0.012922880280291267
-1198.75,32.111202192924914,0.044708247032475286,-1198.75,32.09235312602321,-0.013963086432377576,-1198.75,32.07352460509378,-0.049077375441010596,-1198.75,32.05471717653692,-0.13081403923421636,-1198.75,32.03593138466919,-0.0072579030732781435
-1193.75,32.09890997491487,-0.023765894943507972,-1193.75,32.08006853434324,-0.024641106745226765,-1193.75,32.06124792247316,0.0034333543418889148,-1193.75,32.04244869074999,0.034721449428304865,-1193.75,32.02367138848833,0.05822039451674832
