"Simulation 1 x [R = 50m, d = 45m, Regolith = 2m]","Simulation 1 gcorr [R = 50m, d = 45m, Regolith = 2m]","Simulation 1 noise [R = 50m, d = 45m, Regolith = 2m]","Simulation 2 x [R = 100m, d = 45m, Regolith = 2m]","Simulation 2 gcorr [R = 100m, d = 45m, Regolith = 2m]","Simulation 2 noise [R = 100m, d = 45m, Regolith = 2m]","Simulation 3 x [R = 150m, d = 45m, Regolith = 2m]","Simulation 3 gcorr [R = 150m, d = 45m, Regolith = 2m]","Simulation 3 noise [R = 150m, d = 45m, Regolith = 2m]","Simulation 4 x [R = 200m, d = 45m, Regolith = 2m]","Simulation 4 gcorr [R = 200m, d = 45m, Regolith = 2m]","Simulation 4 noise [R = 200m, d = 45m, Regolith = 2m]","Simulation 5 x [R = 250m, d = 45m, Regolith = 2m]","Simulation 5 gcorr [R = 250m, d = 45m, Regolith = 2m]","Simulation 5 noise [R = 250m, d = 45m, Regolith = 2m]"
-183.75,29.167789905704176,-0.021324490483334547,-183.75,29.0468231305336,-0.13597951721724624,-183.75,28.82266203042596,0.03516633676343952,-183.75,28.22300778784422,-0.007670652972705818,-183.75,27.54849664434367,-0.04541020380497296
-178.75,29.15510627252079,-0.03932187372019541,-178.75,29.026099956406533,-0.003792501879950415,-178.75,28.776995894353547,-0.08578488709318059,-178.75,28.1253639013918,0.010204386833958641,-178.75,27.480669390061124,-0.09378692870273
-173.75,29.14356373242176,0.0012190927722753777,-173.75,29.00565383334301,-0.02669341356773418,-173.75,28.727543578546808,0.053728579922847956,-173.75,28.02948290983571,0.007206705323628941,-173.75,27.4167947309087,0.017722199756190212
-168.75,29.132597021736625,0.032858991073455274,-168.75,28.984753788926387,0.016459939079645505,-168.75,28.672907673017825,-0.051162684215539045,-168.75,27.936422721188013,0.0021352229579203693,-168.75,27.35610706885075,-0.03314772704834794
-163.75,29.121838796376874,-0.050928380523197085,-163.75,28.962835833542794,0.0842928452990924,-163.75,28.611911574657906,-0.037239650517627496,-163.75,27.846956641293648,-0.06139123748839875,-163.75,27.298115098594774,0.03954029244068636
-158.75,29.111030267232554,-0.030872544564732263,-158.75,28.93940624419017,-0.09706857638648635,-158.75,28.54364429679778,-0.04781501497366547,-158.75,27.76144691050365,-0.07965489909760803,-158.75,27.242512164653064,0.009509021225227988
-153.75,29.101135628953294,0.03240470202862769,-153.75,28.91508249736628,-0.01144849575116447,-153.75,28.46869346133413,0.007136096547877033,-153.75,27.681234818569088,0.012691336490123035,-153.75,27.190497431224205,0.08268375531040993
-148.75,29.091219194636192,0.05894554485227438,-148.75,28.888621713254157,0.0389703218148722,-148.75,28.38648998451898,0.05696264568835693,-148.75,27.605274814709933,0.030999432204563304,-148.75,27.141119703073695,0.03509406501963382
-143.75,29.08073309501265,0.004012173082796749,-143.75,28.859084020634334,-0.10913797321306612,-143.75,28.297522343427357,0.03610695166387182,-143.75,27.53283334489395,0.0007548200890712935,-143.75,27.093947625434975,0.01028146892516548
-138.75,29.06951655091283,-0.03828315330616519,-138.75,28.8258138688357,0.006065578268123263,-138.75,28.203359731560134,-0.060207817288150646,-138.75,27.463622306150516,0.019605602457848634,-138.75,27.049083730643225,-0.06728115779159315
-133.75,29.057399845088867,0.004708258762054466,-133.75,28.788055109876396,-0.02993507305350708,-133.75,28.106092474406967,-0.07874765791870553,-133.75,27.397410525425293,-0.0228945692010859,-133.75,27.006694920097857,0.020725059958562844
-128.75,29.04419567288305,0.06975258658780623,-128.75,28.744942147177934,0.05170409495185452,-128.75,28.007963835538607,-0.08187772906156186,-128.75,27.334046514307982,-0.013778641574257906,-128.75,26.966973369762478,-0.017446212798692084
-123.75,29.02969068048637,-0.13069067135912543,-123.75,28.695510754258063,0.04896106147572471,-123.75,27.91096121073329,0.01855678605030787,-123.75,27.273468652535886,-0.02441783308484862,-123.75,26.930064008125647,-0.0447556417938106
-118.75,29.013636414671105,-0.05829022734228563,-118.75,28.638744839268163,-0.004746160530263671,-118.75,27.8165355696839,0.015406790770919339,-118.75,27.21570964169201,0.020840599183876166,-118.75,26.895982586371634,-0.056175604942520045
-113.75,28.99573906785701,0.056453389535081194,-113.75,28.57368100159845,0.007970666334927845,-113.75,27.725548796241004,0.014808640054969624,-113.75,27.16089580624326,0.010250236211151202,-113.75,26.864585452224443,-0.0806938335234195
-108.75,28.97564750679244,-0.05526879561668108,-108.75,28.499589743731924,0.030258332779929654,-108.75,27.638405096706645,0.009891143282202862,-108.75,27.1092332720556,-0.16577400959299965,-108.75,26.83561626820924,-0.07994306242608851
